order_id,customer_id,order_date,product_name,category,quantity,unit_price,revenue
ORD-000097,CUST-0060,2023-12-02,Camping Lantern,Outdoor,1,131.78,131.78
ORD-000098,CUST-0187,2023-04-21,Building Blocks Set,Toys,2,46.89,93.78
ORD-000099,CUST-0030,2024-01-04,Pet Grooming Brush,Pet Supplies,2,31.46,62.92
ORD-000100,CUST-0062,2024-11-13,Desk Cable Tray,Office,2,12.59,25.18
ORD-000101,CUST-0056,2024-07-29,Ergonomic Chair Cushion,Office,1,86.23,86.23
ORD-000102,CUST-0383,2023-07-12,STEM Robot Kit,Toys,2,15.71,31.42
ORD-000103,CUST-0004,2023-08-05,Cat Window Perch,Pet Supplies,1,21.03,21.03
ORD-000104,CUST-0085,2023-10-11,Artisan Coffee Beans,Grocery,1,25.16,25.16
ORD-000105,CUST-0474,2024-06-19,Pet Grooming Brush,Pet Supplies,1,8.97,8.97
ORD-000106,CUST-0163,2024-11-15,Ergonomic Chair Cushion,Office,1,83.19,83.19
ORD-000107,CUST-0050,2024-10-10,Camping Lantern,Outdoor,1,129.18,129.18
ORD-000108,CUST-0025,2024-05-26,Wooden Puzzle,Toys,1,14.52,14.52
ORD-000109,CUST-0002,2024-05-29,Organic Dog Treats,Pet Supplies,1,9.18,9.18
ORD-000110,CUST-0037,2024-11-04,Ergonomic Chair Cushion,Office,1,13.61,13.61
ORD-000111,CUST-0127,2024-09-01,Artisan Coffee Beans,Grocery,1,25.67,25.67
ORD-000112,CUST-0045,2023-06-24,Organic Dog Treats,Pet Supplies,2,19.46,38.92
ORD-000113,CUST-0009,2024-10-09,Protein Bar Box,Grocery,1,16.21,16.21
ORD-000114,CUST-0041,2024-10-20,Cat Window Perch,Pet Supplies,1,19.06,19.06
ORD-000115,CUST-0246,2024-01-18,STEM Robot Kit,Toys,1,14.38,14.38
ORD-000116,CUST-0008,2023-12-10,Organic Dog Treats,Pet Supplies,2,31.47,62.94
ORD-000117,CUST-0209,2023-11-30,Protein Bar Box,Grocery,1,17.82,17.82
ORD-000118,CUST-0145,2024-07-04,Organic Dog Treats,Pet Supplies,2,21.07,42.14
ORD-000119,CUST-0005,2023-01-09,Travel Water Bowl,Pet Supplies,1,19.93,19.93
ORD-000120,CUST-0485,2023-12-25,Solar Power Bank,Outdoor,1,65.03,65.03
ORD-000121,CUST-0073,2024-10-06,Desk Cable Tray,Office,1,25.85,25.85
ORD-000122,CUST-0029,2023-05-10,Cat Window Perch,Pet Supplies,2,20.05,40.10
ORD-000123,CUST-0286,2023-12-31,STEM Robot Kit,Toys,1,79.78,79.78
ORD-000124,CUST-0145,2024-11-10,Artisan Coffee Beans,Grocery,1,10.00,10.00
ORD-000125,CUST-0179,2024-10-31,Camping Lantern,Outdoor,2,41.95,83.90
ORD-000126,CUST-0159,2024-12-30,Camping Lantern,Outdoor,2,40.76,81.52
ORD-000127,CUST-0033,2023-06-09,Wooden Puzzle,Toys,1,78.08,78.08
ORD-000128,CUST-0083,2023-01-07,Monitor Arm,Office,1,50.83,50.83
ORD-000129,CUST-0465,2024-11-22,Desk Cable Tray,Office,1,50.85,50.85
ORD-000130,CUST-0493,2023-04-29,Organic Dog Treats,Pet Supplies,1,30.94,30.94
ORD-000131,CUST-0036,2024-01-26,Notebook Set,Office,1,50.89,50.89
ORD-000132,CUST-0003,2023-10-01,Travel Water Bowl,Pet Supplies,1,21.09,21.09
ORD-000133,CUST-0470,2023-08-18,Organic Dog Treats,Pet Supplies,2,31.10,62.20
ORD-000134,CUST-0003,2024-12-28,Organic Olive Oil,Grocery,1,17.58,17.58
ORD-000135,CUST-0198,2023-05-23,Pet Grooming Brush,Pet Supplies,2,20.25,40.50
ORD-000136,CUST-0095,2023-10-01,Artisan Coffee Beans,Grocery,1,23.69,23.69
ORD-000137,CUST-0058,2023-01-10,Insulated Cooler,Outdoor,1,137.12,137.12
ORD-000138,CUST-0048,2023-10-27,Ergonomic Chair Cushion,Office,1,49.54,49.54
ORD-000139,CUST-0068,2024-03-09,Artisan Coffee Beans,Grocery,1,18.03,18.03
ORD-000140,CUST-0073,2023-09-07,STEM Robot Kit,Toys,1,24.06,24.06
ORD-000141,CUST-0066,2023-03-31,Protein Bar Box,Grocery,1,34.14,34.14
ORD-000142,CUST-0051,2024-12-15,Wooden Puzzle,Toys,1,42.83,42.83
ORD-000143,CUST-0497,2023-11-27,Protein Bar Box,Grocery,1,24.62,24.62
ORD-000144,CUST-0100,2023-10-16,Camping Lantern,Outdoor,1,40.78,40.78
ORD-000145,CUST-0013,2023-12-25,Ergonomic Chair Cushion,Office,1,90.79,90.79
ORD-000146,CUST-0208,2024-09-21,Organic Dog Treats,Pet Supplies,1,19.45,19.45
ORD-000147,CUST-0095,2023-08-16,Building Blocks Set,Toys,3,24.08,72.24
ORD-000148,CUST-0381,2024-11-29,Granola Variety Pack,Grocery,1,16.78,16.78
ORD-000149,CUST-0282,2024-07-13,Organic Dog Treats,Pet Supplies,1,8.83,8.83
ORD-000150,CUST-0180,2024-08-28,Artisan Coffee Beans,Grocery,3,10.36,31.08
ORD-000151,CUST-0317,2024-04-25,Building Blocks Set,Toys,1,23.92,23.92
ORD-000152,CUST-0200,2023-11-15,Cat Window Perch,Pet Supplies,1,9.46,9.46
ORD-000153,CUST-0051,2024-12-06,Monitor Arm,Office,3,12.68,38.04
ORD-000154,CUST-0012,2023-08-21,Wooden Puzzle,Toys,1,43.65,43.65
ORD-000155,CUST-0334,2023-04-14,Notebook Set,Office,1,12.77,12.77
ORD-000156,CUST-0011,2024-08-14,Travel Water Bowl,Pet Supplies,2,9.21,18.42
ORD-000157,CUST-0015,2023-09-13,Granola Variety Pack,Grocery,1,10.28,10.28
ORD-000158,CUST-0314,2023-01-13,Artisan Coffee Beans,Grocery,2,9.43,18.86
ORD-000159,CUST-0001,2024-03-30,Camping Lantern,Outdoor,1,71.53,71.53
ORD-000160,CUST-0010,2024-07-16,Desk Cable Tray,Office,2,92.34,184.68
ORD-000161,CUST-0116,2023-02-01,Solar Power Bank,Outdoor,2,67.66,135.32
ORD-000162,CUST-0425,2024-03-26,Insulated Cooler,Outdoor,3,137.65,412.95
ORD-000163,CUST-0152,2024-04-16,Travel Water Bowl,Pet Supplies,2,20.50,41.00
ORD-000164,CUST-0199,2024-06-10,Notebook Set,Office,2,82.66,165.32
ORD-000165,CUST-0031,2023-01-12,Board Game Deluxe,Toys,1,15.56,15.56
ORD-000166,CUST-0470,2023-01-02,Insulated Cooler,Outdoor,1,41.75,41.75
ORD-000167,CUST-0088,2023-12-01,STEM Robot Kit,Toys,1,81.19,81.19
ORD-000168,CUST-0013,2023-11-07,Artisan Coffee Beans,Grocery,1,31.45,31.45
ORD-000169,CUST-0332,2024-05-10,STEM Robot Kit,Toys,2,23.42,46.84
ORD-000170,CUST-0028,2024-05-29,Building Blocks Set,Toys,1,44.38,44.38
ORD-000171,CUST-0209,2023-11-27,Artisan Coffee Beans,Grocery,3,17.42,52.26
ORD-000172,CUST-0007,2024-09-17,Organic Dog Treats,Pet Supplies,1,8.38,8.38
ORD-000173,CUST-0002,2023-06-27,Building Blocks Set,Toys,1,47.21,47.21
ORD-000174,CUST-0005,2024-02-05,Notebook Set,Office,1,90.03,90.03
ORD-000175,CUST-0392,2023-01-11,Organic Dog Treats,Pet Supplies,3,46.02,138.06
ORD-000176,CUST-0096,2023-11-09,Artisan Coffee Beans,Grocery,1,24.79,24.79
ORD-000177,CUST-0311,2024-08-01,Notebook Set,Office,2,26.13,52.26
ORD-000178,CUST-0120,2024-04-09,STEM Robot Kit,Toys,1,23.58,23.58
ORD-000179,CUST-0002,2024-03-16,Insulated Cooler,Outdoor,1,18.03,18.03
ORD-000180,CUST-0002,2023-01-04,Notebook Set,Office,1,47.31,47.31
ORD-000181,CUST-0014,2023-02-28,Artisan Coffee Beans,Grocery,1,31.88,31.88
ORD-000182,CUST-0005,2023-08-23,Granola Variety Pack,Grocery,1,33.90,33.90
ORD-000183,CUST-0330,2023-05-17,Camping Lantern,Outdoor,1,19.64,19.64
ORD-000184,CUST-0114,2023-12-03,Protein Bar Box,Grocery,2,33.65,67.30
ORD-000185,CUST-0001,2023-07-31,Camping Lantern,Outdoor,1,130.50,130.50
ORD-000186,CUST-0268,2023-10-18,Wooden Puzzle,Toys,1,79.36,79.36
ORD-000187,CUST-0475,2024-05-12,Building Blocks Set,Toys,1,21.53,21.53
ORD-000188,CUST-0228,2023-01-02,STEM Robot Kit,Toys,1,15.27,15.27
ORD-000189,CUST-0291,2023-01-02,Artisan Coffee Beans,Grocery,1,9.81,9.81
ORD-000190,CUST-0008,2024-04-10,Ergonomic Chair Cushion,Office,1,23.73,23.73
ORD-000191,CUST-0079,2023-04-10,Ergonomic Chair Cushion,Office,2,51.04,102.08
ORD-000192,CUST-0005,2023-02-19,Wooden Puzzle,Toys,1,22.21,22.21
ORD-000193,CUST-0082,2023-02-13,Solar Power Bank,Outdoor,1,18.49,18.49
ORD-000194,CUST-0476,2023-04-08,Monitor Arm,Office,1,48.18,48.18
ORD-000195,CUST-0443,2023-04-04,Notebook Set,Office,1,24.31,24.31
ORD-000196,CUST-0301,2023-09-15,Ergonomic Chair Cushion,Office,1,46.94,46.94
ORD-000197,CUST-0370,2023-04-20,Ergonomic Chair Cushion,Office,1,94.59,94.59
ORD-000198,CUST-0055,2024-11-28,STEM Robot Kit,Toys,1,46.54,46.54
ORD-000199,CUST-0021,2024-06-26,Camping Lantern,Outdoor,1,19.81,19.81
ORD-000200,CUST-0428,2024-09-03,Ergonomic Chair Cushion,Office,1,94.49,94.49
ORD-000201,CUST-0006,2024-01-14,Building Blocks Set,Toys,1,14.85,14.85
ORD-000202,CUST-0143,2024-07-24,Protein Bar Box,Grocery,2,16.67,33.34
ORD-000203,CUST-0007,2024-05-15,Ergonomic Chair Cushion,Office,1,52.30,52.30
ORD-000204,CUST-0411,2023-12-03,Notebook Set,Office,2,51.27,102.54
ORD-000205,CUST-0012,2023-02-09,Camping Lantern,Outdoor,1,136.46,136.46
ORD-000206,CUST-0088,2024-10-19,Artisan Coffee Beans,Grocery,1,10.18,10.18
ORD-000207,CUST-0293,2023-12-17,Ergonomic Chair Cushion,Office,1,13.61,13.61
ORD-000208,CUST-0159,2024-10-12,Protein Bar Box,Grocery,2,26.05,52.10
ORD-000209,CUST-0208,2024-11-25,Ergonomic Chair Cushion,Office,1,95.44,95.44
ORD-000210,CUST-0019,2024-05-12,Picnic Blanket,Outdoor,2,19.12,38.24
ORD-000211,CUST-0083,2023-06-13,Building Blocks Set,Toys,1,14.70,14.70
ORD-000212,CUST-0012,2024-12-25,Insulated Cooler,Outdoor,1,129.94,129.94
ORD-000213,CUST-0046,2023-01-21,Ergonomic Chair Cushion,Office,1,25.54,25.54
ORD-000214,CUST-0111,2024-11-06,Ergonomic Chair Cushion,Office,2,92.09,184.18
ORD-000215,CUST-0060,2024-12-05,Ergonomic Chair Cushion,Office,1,25.16,25.16
ORD-000216,CUST-0183,2024-04-12,Building Blocks Set,Toys,1,46.55,46.55
ORD-000217,CUST-0265,2023-06-24,Organic Olive Oil,Grocery,3,25.04,75.12
ORD-000218,CUST-0437,2023-05-06,Organic Dog Treats,Pet Supplies,1,8.84,8.84
ORD-000219,CUST-0220,2024-11-03,Camping Lantern,Outdoor,1,18.32,18.32
ORD-000220,CUST-0461,2024-07-29,Picnic Blanket,Outdoor,1,19.15,19.15
ORD-000221,CUST-0151,2023-01-05,Solar Power Bank,Outdoor,2,19.71,39.42
ORD-000222,CUST-0003,2024-08-15,Cat Window Perch,Pet Supplies,1,20.57,20.57
ORD-000223,CUST-0120,2023-01-15,STEM Robot Kit,Toys,1,45.83,45.83
ORD-000224,CUST-0466,2023-12-06,Protein Bar Box,Grocery,1,9.63,9.63
ORD-000225,CUST-0104,2024-06-05,Artisan Coffee Beans,Grocery,4,17.03,68.12
ORD-000226,CUST-0034,2024-11-20,Desk Cable Tray,Office,1,51.93,51.93
ORD-000227,CUST-0166,2023-09-15,STEM Robot Kit,Toys,2,45.56,91.12
ORD-000228,CUST-0406,2023-06-10,Ergonomic Chair Cushion,Office,1,88.47,88.47
ORD-000229,CUST-0269,2023-04-16,Artisan Coffee Beans,Grocery,1,34.30,34.30
ORD-000230,CUST-0003,2023-11-10,Cat Window Perch,Pet Supplies,2,8.62,17.24
ORD-000231,CUST-0171,2023-04-22,Ergonomic Chair Cushion,Office,1,25.93,25.93
ORD-000232,CUST-0006,2024-12-08,STEM Robot Kit,Toys,3,84.86,254.58
ORD-000233,CUST-0337,2023-09-11,Ergonomic Chair Cushion,Office,2,25.43,50.86
ORD-000234,CUST-0365,2023-04-09,Artisan Coffee Beans,Grocery,3,16.79,50.37
ORD-000235,CUST-0004,2023-11-23,Travel Water Bowl,Pet Supplies,4,31.68,126.72
ORD-000236,CUST-0005,2024-11-13,Picnic Blanket,Outdoor,2,129.12,258.24
ORD-000237,CUST-0430,2023-10-08,Ergonomic Chair Cushion,Office,1,24.81,24.81
ORD-000238,CUST-0279,2023-08-04,Pet Grooming Brush,Pet Supplies,1,45.30,45.30
ORD-000239,CUST-0149,2024-07-10,Board Game Deluxe,Toys,1,23.64,23.64
ORD-000240,CUST-0313,2023-12-05,STEM Robot Kit,Toys,1,14.66,14.66
ORD-000241,CUST-0133,2024-10-11,Protein Bar Box,Grocery,1,24.12,24.12
ORD-000242,CUST-0047,2024-02-03,Artisan Coffee Beans,Grocery,2,24.17,48.34
ORD-000243,CUST-0244,2024-06-09,Organic Olive Oil,Grocery,2,33.69,67.38
ORD-000244,CUST-0123,2024-10-16,STEM Robot Kit,Toys,1,15.40,15.40
ORD-000245,CUST-0203,2024-07-23,Artisan Coffee Beans,Grocery,1,24.24,24.24
ORD-000246,CUST-0010,2023-05-21,Insulated Cooler,Outdoor,1,66.39,66.39
ORD-000247,CUST-0059,2024-02-29,Camping Lantern,Outdoor,1,132.11,132.11
ORD-000248,CUST-0017,2023-05-20,Camping Lantern,Outdoor,1,40.29,40.29
ORD-000249,CUST-0356,2023-12-20,Artisan Coffee Beans,Grocery,1,9.31,9.31
ORD-000250,CUST-0012,2024-12-01,Pet Grooming Brush,Pet Supplies,2,9.50,19.00
ORD-000251,CUST-0362,2024-11-18,Organic Dog Treats,Pet Supplies,3,47.74,143.22
ORD-000252,CUST-0425,2024-06-07,Notebook Set,Office,1,94.97,94.97
ORD-000253,CUST-0002,2023-06-10,Camping Lantern,Outdoor,1,17.73,17.73
ORD-000254,CUST-0223,2023-06-23,Camping Lantern,Outdoor,2,39.14,78.28
ORD-000255,CUST-0079,2024-10-04,Artisan Coffee Beans,Grocery,2,25.18,50.36
ORD-000256,CUST-0139,2024-11-02,Camping Lantern,Outdoor,1,41.26,41.26
ORD-000257,CUST-0131,2024-12-07,Organic Dog Treats,Pet Supplies,2,9.39,18.78
ORD-000258,CUST-0307,2024-04-29,Notebook Set,Office,2,25.88,51.76
ORD-000259,CUST-0046,2024-11-04,Protein Bar Box,Grocery,3,25.81,77.43
ORD-000260,CUST-0033,2024-10-21,Camping Lantern,Outdoor,1,19.21,19.21
ORD-000261,CUST-0283,2024-05-18,Granola Variety Pack,Grocery,1,25.23,25.23
ORD-000262,CUST-0007,2024-02-23,Insulated Cooler,Outdoor,1,127.32,127.32
ORD-000263,CUST-0192,2024-04-14,Camping Lantern,Outdoor,1,68.88,68.88
ORD-000264,CUST-0180,2023-08-31,Camping Lantern,Outdoor,2,39.22,78.44
ORD-000265,CUST-0190,2024-03-11,Camping Lantern,Outdoor,1,17.94,17.94
ORD-000266,CUST-0152,2024-05-14,Monitor Arm,Office,1,51.13,51.13
ORD-000267,CUST-0028,2024-12-09,Notebook Set,Office,1,13.63,13.63
ORD-000268,CUST-0245,2023-05-31,Notebook Set,Office,2,48.86,97.72
ORD-000269,CUST-0021,2024-08-16,Camping Lantern,Outdoor,3,125.11,375.33
ORD-000270,CUST-0395,2024-01-24,Ergonomic Chair Cushion,Office,1,12.28,12.28
ORD-000271,CUST-0014,2024-03-13,Protein Bar Box,Grocery,2,33.56,67.12
ORD-000272,CUST-0266,2023-10-26,Insulated Cooler,Outdoor,1,40.55,40.55
ORD-000273,CUST-0118,2023-04-04,Artisan Coffee Beans,Grocery,2,17.45,34.90
ORD-000274,CUST-0211,2023-05-10,Picnic Blanket,Outdoor,1,17.66,17.66
ORD-000275,CUST-0179,2024-07-15,Ergonomic Chair Cushion,Office,1,26.42,26.42
ORD-000276,CUST-0081,2023-08-29,Protein Bar Box,Grocery,2,17.27,34.54
ORD-000277,CUST-0204,2024-12-28,Organic Olive Oil,Grocery,1,17.08,17.08
ORD-000278,CUST-0036,2023-07-13,Notebook Set,Office,1,50.00,50.00
ORD-000279,CUST-0019,2024-12-17,Desk Cable Tray,Office,2,12.56,25.12
ORD-000280,CUST-0214,2023-07-01,Cat Window Perch,Pet Supplies,1,46.51,46.51
ORD-000281,CUST-0105,2024-07-29,STEM Robot Kit,Toys,3,46.73,140.19
ORD-000282,CUST-0021,2023-04-22,Organic Olive Oil,Grocery,1,34.66,34.66
ORD-000283,CUST-0013,2023-04-06,Granola Variety Pack,Grocery,2,17.37,34.74
ORD-000284,CUST-0047,2023-06-07,Insulated Cooler,Outdoor,1,64.95,64.95
ORD-000285,CUST-0012,2024-01-10,STEM Robot Kit,Toys,1,21.91,21.91
ORD-000286,CUST-0045,2023-01-13,Insulated Cooler,Outdoor,4,42.17,168.68
ORD-000287,CUST-0446,2023-10-14,Organic Dog Treats,Pet Supplies,2,20.24,40.48
ORD-000288,CUST-0116,2023-06-22,Wooden Puzzle,Toys,1,44.16,44.16
ORD-000289,CUST-0103,2024-12-28,Ergonomic Chair Cushion,Office,1,26.28,26.28
ORD-000290,CUST-0160,2023-11-17,Building Blocks Set,Toys,2,84.42,168.84
ORD-000291,CUST-0026,2024-01-04,STEM Robot Kit,Toys,2,15.70,31.40
ORD-000292,CUST-0146,2024-05-01,Artisan Coffee Beans,Grocery,3,9.98,29.94
ORD-000293,CUST-0102,2023-08-13,Desk Cable Tray,Office,1,24.94,24.94
ORD-000294,CUST-0047,2024-01-20,Building Blocks Set,Toys,2,14.66,29.32
ORD-000295,CUST-0007,2023-09-08,Wooden Puzzle,Toys,2,15.19,30.38
ORD-000296,CUST-0089,2023-07-05,Pet Grooming Brush,Pet Supplies,1,19.96,19.96
ORD-000297,CUST-0368,2024-05-03,Wooden Puzzle,Toys,1,24.09,24.09
ORD-000298,CUST-0497,2024-03-30,Camping Lantern,Outdoor,1,72.13,72.13
ORD-000299,CUST-0016,2023-08-05,Organic Olive Oil,Grocery,1,17.97,17.97
ORD-000300,CUST-0028,2023-11-20,Cat Window Perch,Pet Supplies,1,20.03,20.03
ORD-000301,CUST-0162,2023-06-10,STEM Robot Kit,Toys,3,24.24,72.72
ORD-000302,CUST-0312,2024-10-17,Monitor Arm,Office,3,52.32,156.96
ORD-000303,CUST-0084,2023-04-24,Notebook Set,Office,3,25.26,75.78
