order_id,customer_id,order_date,product_name,category,quantity,unit_price,revenue
ORD-000095,CUST-0015,2024-04-20,Coffee Grinder,Home & Kitchen,1,20.10,20.10
ORD-000096,CUST-0014,2023-05-25,Robot Vacuum,Home & Kitchen,2,77.57,155.14
ORD-000097,CUST-0061,2024-03-08,Mechanical Keyboard,Electronics,1,190.03,190.03
ORD-000098,CUST-0082,2023-09-12,Rain Jacket,Clothing,1,20.71,20.71
ORD-000099,CUST-0006,2023-01-17,Smart Watch,Electronics,2,356.51,713.02
ORD-000100,CUST-0006,2023-12-13,Wireless Headphones,Electronics,1,119.53,119.53
ORD-000101,CUST-0010,2023-10-21,Rain Jacket,Clothing,2,19.83,39.66
ORD-000102,CUST-0002,2023-11-26,Portable Charger,Electronics,1,92.58,92.58
ORD-000103,CUST-0001,2024-11-11,Smart Watch,Electronics,4,137.47,549.88
ORD-000104,CUST-0002,2024-06-15,Business Handbook,Books,1,10.01,10.01
ORD-000105,CUST-0002,2023-04-17,Kitchen Knife Set,Home & Kitchen,4,126.11,504.44
ORD-000106,CUST-0021,2023-11-04,Cotton Hoodie,Clothing,1,19.05,19.05
ORD-000107,CUST-0066,2023-05-16,Yoga Leggings,Clothing,3,20.16,60.48
ORD-000108,CUST-0005,2023-07-18,Mechanical Keyboard,Electronics,2,40.65,81.30
ORD-000109,CUST-0073,2023-06-19,Running Shoes,Clothing,1,84.60,84.60
ORD-000110,CUST-0040,2023-09-05,Hair Dryer,Beauty,1,59.11,59.11
ORD-000111,CUST-0024,2024-12-17,Air Fryer,Home & Kitchen,3,243.71,731.13
ORD-000112,CUST-0077,2024-03-28,Electric Kettle,Home & Kitchen,2,20.92,41.84
ORD-000113,CUST-0053,2023-10-22,Air Fryer,Home & Kitchen,3,247.43,742.29
ORD-000114,CUST-0002,2023-11-28,Graphic T-Shirt,Clothing,1,55.43,55.43
ORD-000115,CUST-0028,2024-07-31,Portable Charger,Electronics,2,95.48,190.96
ORD-000116,CUST-0001,2023-02-01,Running Shoes,Clothing,1,63.38,63.38
ORD-000117,CUST-0027,2023-02-11,Coffee Grinder,Home & Kitchen,1,20.57,20.57
ORD-000118,CUST-0004,2024-05-29,Business Handbook,Books,2,36.06,72.12
ORD-000119,CUST-0029,2024-09-21,Wireless Headphones,Electronics,1,88.76,88.76
ORD-000120,CUST-0018,2024-10-07,Makeup Brush Set,Beauty,1,13.20,13.20
ORD-000121,CUST-0015,2024-12-09,Foam Roller,Sports,1,24.31,24.31
ORD-000122,CUST-0015,2023-10-06,Makeup Brush Set,Beauty,1,59.35,59.35
ORD-000123,CUST-0002,2023-02-03,Vitamin C Serum,Beauty,2,33.70,67.40
ORD-000124,CUST-0006,2024-10-25,Cotton Hoodie,Clothing,4,80.76,323.04
ORD-000125,CUST-0001,2023-10-18,Vitamin C Serum,Beauty,3,17.60,52.80
ORD-000126,CUST-0008,2024-07-26,Finance Basics,Books,1,25.16,25.16
ORD-000127,CUST-0044,2023-12-15,Running Shoes,Clothing,1,62.42,62.42
ORD-000128,CUST-0016,2024-01-13,Graphic T-Shirt,Clothing,1,45.89,45.89
ORD-000129,CUST-0073,2024-12-17,Sunscreen SPF 50,Beauty,1,33.48,33.48
ORD-000130,CUST-0070,2024-06-07,Kitchen Knife Set,Home & Kitchen,1,39.90,39.90
ORD-000131,CUST-0039,2024-04-08,Cotton Hoodie,Clothing,1,58.50,58.50
ORD-000132,CUST-0006,2023-06-08,Running Shoes,Clothing,1,80.13,80.13
ORD-000133,CUST-0019,2023-08-14,Electric Kettle,Home & Kitchen,2,21.12,42.24
ORD-000134,CUST-0016,2023-11-09,Resistance Bands,Sports,1,15.85,15.85
ORD-000135,CUST-0019,2023-07-28,Kitchen Knife Set,Home & Kitchen,1,19.63,19.63
ORD-000136,CUST-0004,2024-07-30,Bluetooth Speaker,Electronics,1,39.90,39.90
ORD-000137,CUST-0029,2024-11-26,Cotton Hoodie,Clothing,1,77.09,77.09
ORD-000138,CUST-0068,2023-08-20,Body Lotion,Beauty,4,34.94,139.76
ORD-000139,CUST-0028,2024-11-15,Denim Jacket,Clothing,2,77.09,154.18
ORD-000140,CUST-0001,2023-06-15,Mechanical Keyboard,Electronics,1,90.21,90.21
ORD-000141,CUST-0038,2023-02-04,Graphic T-Shirt,Clothing,1,73.04,73.04
ORD-000142,CUST-0042,2024-10-03,Running Shoes,Clothing,1,42.62,42.62
ORD-000143,CUST-0038,2024-06-10,Wireless Headphones,Electronics,1,369.83,369.83
ORD-000144,CUST-0003,2024-11-29,Running Shoes,Clothing,1,29.59,29.59
ORD-000145,CUST-0004,2024-01-03,Data Analytics Primer,Books,1,15.65,15.65
ORD-000146,CUST-0048,2023-06-27,Kitchen Knife Set,Home & Kitchen,2,260.11,520.22
ORD-000147,CUST-0007,2024-04-20,Robot Vacuum,Home & Kitchen,2,118.62,237.24
ORD-000148,CUST-0020,2023-12-20,Air Fryer,Home & Kitchen,1,39.19,39.19
ORD-000149,CUST-0052,2024-05-14,Running Shoes,Clothing,3,20.80,62.40
ORD-000150,CUST-0045,2023-11-09,Smart Watch,Electronics,1,133.82,133.82
ORD-000151,CUST-0001,2024-08-17,Mechanical Keyboard,Electronics,3,368.63,1105.89
ORD-000152,CUST-0036,2024-05-15,Resistance Bands,Sports,1,122.85,122.85
ORD-000153,CUST-0029,2024-10-24,Bluetooth Speaker,Electronics,1,94.19,94.19
ORD-000154,CUST-0051,2024-11-07,Bluetooth Speaker,Electronics,1,344.68,344.68
ORD-000155,CUST-0047,2023-10-22,Healthy Meal Prep,Books,1,15.09,15.09
ORD-000156,CUST-0079,2024-04-30,Bed Sheet Set,Home & Kitchen,3,79.01,237.03
ORD-000157,CUST-0034,2023-07-05,Makeup Brush Set,Beauty,1,35.51,35.51
ORD-000158,CUST-0068,2023-10-26,Cotton Hoodie,Clothing,1,19.96,19.96
ORD-000159,CUST-0042,2023-08-17,USB-C Hub,Electronics,1,88.43,88.43
ORD-000160,CUST-0031,2023-12-14,Coffee Grinder,Home & Kitchen,1,20.92,20.92
ORD-000161,CUST-0064,2023-02-21,Kitchen Knife Set,Home & Kitchen,1,42.15,42.15
ORD-000162,CUST-0026,2024-04-01,Mechanical Keyboard,Electronics,3,209.48,628.44
ORD-000163,CUST-0003,2023-03-15,Running Shoes,Clothing,1,56.31,56.31
ORD-000164,CUST-0022,2023-08-19,Face Moisturizer,Beauty,2,13.63,27.26
ORD-000165,CUST-0027,2024-09-23,Cotton Hoodie,Clothing,1,47.34,47.34
ORD-000166,CUST-0075,2023-12-05,Denim Jacket,Clothing,3,43.95,131.85
ORD-000167,CUST-0004,2024-10-21,Business Handbook,Books,1,37.12,37.12
ORD-000168,CUST-0073,2023-01-19,Running Shoes,Clothing,1,75.55,75.55
ORD-000169,CUST-0051,2024-10-08,Smart Watch,Electronics,1,197.38,197.38
ORD-000170,CUST-0061,2024-05-11,Leadership Playbook,Books,1,7.06,7.06
ORD-000171,CUST-0023,2023-02-16,Air Fryer,Home & Kitchen,1,38.73,38.73
ORD-000172,CUST-0001,2023-04-02,Yoga Mat,Sports,2,62.22,124.44
ORD-000173,CUST-0025,2024-07-14,Data Analytics Primer,Books,2,14.83,29.66
ORD-000174,CUST-0009,2024-08-12,Running Shoes,Clothing,1,46.32,46.32
ORD-000175,CUST-0049,2023-01-26,Body Lotion,Beauty,1,59.41,59.41
ORD-000176,CUST-0016,2024-01-03,Kitchen Knife Set,Home & Kitchen,2,74.37,148.74
ORD-000177,CUST-0030,2023-04-26,Air Fryer,Home & Kitchen,3,19.71,59.13
ORD-000178,CUST-0043,2023-04-29,Wireless Headphones,Electronics,1,40.38,40.38
ORD-000179,CUST-0062,2024-12-02,Kitchen Knife Set,Home & Kitchen,1,77.64,77.64
ORD-000180,CUST-0013,2024-05-06,Cotton Hoodie,Clothing,3,44.68,134.04
ORD-000181,CUST-0062,2023-08-21,Air Fryer,Home & Kitchen,1,39.82,39.82
ORD-000182,CUST-0003,2024-08-30,Wireless Headphones,Electronics,1,347.18,347.18
ORD-000183,CUST-0004,2024-12-12,Smart Watch,Electronics,2,122.29,244.58
ORD-000184,CUST-0059,2024-01-24,Kitchen Knife Set,Home & Kitchen,2,20.53,41.06
ORD-000185,CUST-0033,2024-12-09,Wireless Headphones,Electronics,3,62.81,188.43
ORD-000186,CUST-0001,2023-12-15,Wireless Headphones,Electronics,2,39.70,79.40
ORD-000187,CUST-0065,2024-11-24,Business Handbook,Books,2,35.07,70.14
ORD-000188,CUST-0070,2023-08-09,Portable Charger,Electronics,2,137.71,275.42
ORD-000189,CUST-0004,2024-07-14,Wireless Headphones,Electronics,1,208.08,208.08
ORD-000190,CUST-0053,2024-01-23,USB-C Hub,Electronics,1,63.25,63.25
ORD-000191,CUST-0072,2024-12-17,Bed Sheet Set,Home & Kitchen,1,40.37,40.37
ORD-000192,CUST-0051,2024-10-28,Trail Backpack,Sports,1,15.95,15.95
ORD-000193,CUST-0005,2024-07-16,Denim Jacket,Clothing,2,60.91,121.82
ORD-000194,CUST-0068,2023-11-15,Rain Jacket,Clothing,4,79.49,317.96
ORD-000195,CUST-0028,2024-04-09,Wireless Headphones,Electronics,1,135.08,135.08
ORD-000196,CUST-0025,2023-07-06,Cotton Hoodie,Clothing,1,28.91,28.91
ORD-000197,CUST-0047,2023-06-01,Finance Basics,Books,4,19.03,76.12
ORD-000198,CUST-0018,2023-02-05,Face Moisturizer,Beauty,1,8.31,8.31
ORD-000199,CUST-0048,2023-10-26,Vitamin C Serum,Beauty,1,23.58,23.58
ORD-000200,CUST-0026,2024-08-17,Face Moisturizer,Beauty,2,26.07,52.14
ORD-000201,CUST-0005,2023-02-09,Bed Sheet Set,Home & Kitchen,1,38.24,38.24
ORD-000202,CUST-0005,2023-07-20,USB-C Hub,Electronics,2,353.52,707.04
ORD-000203,CUST-0055,2023-08-11,Air Fryer,Home & Kitchen,2,74.95,149.90
ORD-000204,CUST-0018,2023-11-20,Makeup Brush Set,Beauty,1,35.26,35.26
ORD-000205,CUST-0048,2024-12-11,Graphic T-Shirt,Clothing,2,19.78,39.56
ORD-000206,CUST-0039,2024-10-18,Healthy Meal Prep,Books,3,10.08,30.24
ORD-000207,CUST-0029,2023-08-11,Bed Sheet Set,Home & Kitchen,1,75.79,75.79
ORD-000208,CUST-0044,2024-01-20,Body Lotion,Beauty,1,26.09,26.09
ORD-000209,CUST-0011,2024-06-20,Healthy Meal Prep,Books,1,9.91,9.91
ORD-000210,CUST-0066,2023-10-01,Electric Kettle,Home & Kitchen,1,41.82,41.82
ORD-000211,CUST-0066,2024-06-17,Body Lotion,Beauty,1,13.57,13.57
ORD-000212,CUST-0003,2024-03-04,Business Handbook,Books,1,31.78,31.78
ORD-000213,CUST-0010,2023-06-23,Kitchen Knife Set,Home & Kitchen,1,40.09,40.09
ORD-000214,CUST-0040,2023-09-18,Wireless Headphones,Electronics,1,369.03,369.03
ORD-000215,CUST-0003,2024-01-31,Denim Jacket,Clothing,1,19.22,19.22
ORD-000216,CUST-0029,2023-11-06,Vitamin C Serum,Beauty,1,20.00,20.00
ORD-000217,CUST-0047,2023-11-04,Robot Vacuum,Home & Kitchen,2,78.87,157.74
ORD-000218,CUST-0065,2024-04-03,Coffee Grinder,Home & Kitchen,1,76.58,76.58
ORD-000219,CUST-0027,2024-07-18,Smart Watch,Electronics,2,342.20,684.40
ORD-000220,CUST-0004,2023-01-23,Resistance Bands,Sports,1,40.73,40.73
ORD-000221,CUST-0006,2024-11-23,Bluetooth Speaker,Electronics,1,190.90,190.90
ORD-000222,CUST-0005,2023-05-26,Denim Jacket,Clothing,1,30.98,30.98
ORD-000223,CUST-0018,2024-03-17,Cotton Hoodie,Clothing,2,21.10,42.20
ORD-000224,CUST-0026,2024-09-11,Resistance Bands,Sports,2,126.25,252.50
ORD-000225,CUST-0053,2023-03-30,Wireless Headphones,Electronics,1,207.35,207.35
ORD-000226,CUST-0036,2023-03-26,Wireless Headphones,Electronics,1,41.55,41.55
ORD-000227,CUST-0022,2023-03-13,Cotton Hoodie,Clothing,1,56.38,56.38
ORD-000228,CUST-0027,2023-12-23,Running Shoes,Clothing,2,60.65,121.30
ORD-000229,CUST-0065,2024-12-25,Smart Watch,Electronics,1,201.90,201.90
ORD-000230,CUST-0043,2024-12-23,Air Fryer,Home & Kitchen,3,19.08,57.24
ORD-000231,CUST-0076,2023-03-31,Body Lotion,Beauty,1,19.77,19.77
ORD-000232,CUST-0035,2024-12-16,Rain Jacket,Clothing,1,30.98,30.98
ORD-000233,CUST-0002,2023-08-09,Bed Sheet Set,Home & Kitchen,1,121.95,121.95
ORD-000234,CUST-0010,2023-11-28,Cotton Hoodie,Clothing,2,84.88,169.76
ORD-000235,CUST-0006,2023-01-25,Resistance Bands,Sports,1,23.68,23.68
ORD-000236,CUST-0053,2024-11-03,Electric Kettle,Home & Kitchen,1,111.26,111.26
ORD-000237,CUST-0079,2023-05-24,Yoga Leggings,Clothing,2,20.74,41.48
ORD-000238,CUST-0001,2024-10-19,Smart Watch,Electronics,1,362.60,362.60
ORD-000239,CUST-0021,2023-10-10,Makeup Brush Set,Beauty,1,25.58,25.58
ORD-000240,CUST-0001,2024-05-24,Business Handbook,Books,2,7.22,14.44
ORD-000241,CUST-0055,2023-04-16,Bluetooth Speaker,Electronics,1,41.67,41.67
ORD-000242,CUST-0065,2024-07-09,Cotton Hoodie,Clothing,1,20.53,20.53
ORD-000243,CUST-0066,2024-03-24,Denim Jacket,Clothing,1,79.63,79.63
ORD-000244,CUST-0017,2024-01-31,Body Lotion,Beauty,2,62.20,124.40
ORD-000245,CUST-0001,2023-08-18,Yoga Mat,Sports,1,124.08,124.08
ORD-000246,CUST-0016,2023-08-11,Wireless Headphones,Electronics,3,194.79,584.37
ORD-000247,CUST-0026,2023-05-28,Vitamin C Serum,Beauty,1,34.79,34.79
ORD-000248,CUST-0055,2023-12-31,Yoga Leggings,Clothing,1,84.35,84.35
ORD-000249,CUST-0007,2024-04-07,Bluetooth Speaker,Electronics,1,94.80,94.80
ORD-000250,CUST-0003,2024-05-14,Cotton Hoodie,Clothing,1,60.06,60.06
ORD-000251,CUST-0020,2023-11-12,Wireless Headphones,Electronics,2,41.45,82.90
ORD-000252,CUST-0014,2023-10-10,Coffee Grinder,Home & Kitchen,2,257.70,515.40
ORD-000253,CUST-0011,2024-03-09,Wireless Headphones,Electronics,2,63.35,126.70
ORD-000254,CUST-0003,2024-11-28,Face Moisturizer,Beauty,1,7.98,7.98
ORD-000255,CUST-0012,2023-07-10,Wireless Headphones,Electronics,1,131.62,131.62
ORD-000256,CUST-0057,2024-05-20,Yoga Mat,Sports,1,68.62,68.62
ORD-000257,CUST-0038,2024-09-02,Sunscreen SPF 50,Beauty,1,8.44,8.44
ORD-000258,CUST-0083,2024-12-09,Mechanical Keyboard,Electronics,3,89.43,268.29
ORD-000259,CUST-0040,2024-03-20,Body Lotion,Beauty,1,25.33,25.33
ORD-000260,CUST-0037,2024-12-28,Coffee Grinder,Home & Kitchen,1,19.55,19.55
ORD-000261,CUST-0007,2023-03-26,Wireless Headphones,Electronics,2,357.38,714.76
ORD-000262,CUST-0026,2023-06-07,Cotton Hoodie,Clothing,1,76.93,76.93
ORD-000263,CUST-0052,2023-12-24,Air Fryer,Home & Kitchen,1,247.79,247.79
ORD-000264,CUST-0004,2023-02-20,Data Analytics Primer,Books,1,19.19,19.19
ORD-000265,CUST-0019,2023-05-28,Air Fryer,Home & Kitchen,1,260.37,260.37
ORD-000266,CUST-0052,2023-03-05,Bed Sheet Set,Home & Kitchen,1,79.24,79.24
ORD-000267,CUST-0040,2023-07-03,Air Fryer,Home & Kitchen,1,70.00,70.00
ORD-000268,CUST-0040,2024-11-06,Smart Watch,Electronics,2,357.89,715.78
ORD-000269,CUST-0026,2024-12-09,Smart Watch,Electronics,1,41.54,41.54
ORD-000270,CUST-0001,2024-11-11,Running Shoes,Clothing,2,41.09,82.18
ORD-000271,CUST-0051,2024-06-30,Wireless Headphones,Electronics,2,62.42,124.84
ORD-000272,CUST-0020,2023-06-21,Body Lotion,Beauty,2,7.79,15.58
ORD-000273,CUST-0011,2023-10-05,Yoga Leggings,Clothing,1,28.92,28.92
ORD-000274,CUST-0020,2023-02-23,Portable Charger,Electronics,1,211.09,211.09
ORD-000275,CUST-0002,2024-11-09,Bluetooth Speaker,Electronics,1,58.50,58.50
ORD-000276,CUST-0001,2024-09-28,Trail Backpack,Sports,1,39.07,39.07
ORD-000277,CUST-0004,2023-04-25,Hair Dryer,Beauty,1,7.46,7.46
ORD-000278,CUST-0023,2024-06-02,Sunscreen SPF 50,Beauty,1,60.68,60.68
ORD-000279,CUST-0021,2023-06-23,Healthy Meal Prep,Books,1,15.01,15.01
ORD-000280,CUST-0079,2023-05-28,Kitchen Knife Set,Home & Kitchen,2,39.23,78.46
ORD-000281,CUST-0015,2023-11-18,Wireless Headphones,Electronics,1,134.05,134.05
ORD-000282,CUST-0002,2023-01-22,Business Handbook,Books,2,10.15,20.30
ORD-000283,CUST-0011,2023-09-22,Cotton Hoodie,Clothing,4,60.56,242.24
ORD-000284,CUST-0073,2023-06-12,Water Bottle,Sports,1,17.74,17.74
ORD-000285,CUST-0019,2023-12-30,Cotton Hoodie,Clothing,2,74.09,148.18
ORD-000286,CUST-0007,2024-07-17,Vitamin C Serum,Beauty,1,18.86,18.86
ORD-000287,CUST-0059,2023-01-01,Air Fryer,Home & Kitchen,1,76.12,76.12
ORD-000288,CUST-0017,2023-04-07,Wireless Headphones,Electronics,1,131.03,131.03
ORD-000289,CUST-0035,2023-06-19,Vitamin C Serum,Beauty,1,12.83,12.83
ORD-000290,CUST-0064,2024-03-07,Cotton Hoodie,Clothing,2,81.59,163.18
ORD-000291,CUST-0008,2023-04-01,Business Handbook,Books,2,14.35,28.70
ORD-000292,CUST-0014,2024-09-11,Air Fryer,Home & Kitchen,3,40.26,120.78
ORD-000293,CUST-0001,2023-03-14,Running Shoes,Clothing,3,83.10,249.30
ORD-000294,CUST-0016,2023-06-21,Face Moisturizer,Beauty,1,24.05,24.05
ORD-000295,CUST-0001,2023-12-16,Hair Dryer,Beauty,2,61.69,123.38
ORD-000296,CUST-0006,2024-02-11,Sunscreen SPF 50,Beauty,2,62.92,125.84
ORD-000297,CUST-0007,2024-09-02,Smart Watch,Electronics,3,95.30,285.90
ORD-000298,CUST-0051,2023-11-17,Bed Sheet Set,Home & Kitchen,1,79.14,79.14
ORD-000299,CUST-0012,2024-11-01,Air Fryer,Home & Kitchen,1,38.23,38.23
ORD-000300,CUST-0034,2024-10-11,Bluetooth Speaker,Electronics,4,129.30,517.20
ORD-000301,CUST-0066,2023-01-13,Yoga Mat,Sports,1,9.42,9.42
ORD-000302,CUST-0002,2024-10-13,Bed Sheet Set,Home & Kitchen,1,112.57,112.57
ORD-000303,CUST-0018,2024-03-10,Running Shoes,Clothing,1,45.53,45.53
ORD-000304,CUST-0013,2023-08-23,Healthy Meal Prep,Books,3,9.70,29.10
ORD-000305,CUST-0005,2024-02-01,Resistance Bands,Sports,2,23.03,46.06
ORD-000306,CUST-0070,2024-01-29,Air Fryer,Home & Kitchen,1,75.32,75.32
ORD-000307,CUST-0047,2023-07-10,Cotton Hoodie,Clothing,1,46.97,46.97
